"id","symbol","current_price","last_updated"
"ethereum","eth","1159.97","06/14/2022"
"ethereum","eth","1151.59","06/15/2022"
"ethereum","eth","1213.99","06/16/2022"
"ethereum","eth","1074.09","06/17/2022"
"ethereum","eth","1079.94","06/18/2022"
"ethereum","eth","959.34","06/19/2022"
"ethereum","eth","1077.21","06/20/2022"
"ethereum","eth","1125.97","06/21/2022"
"ethereum","eth","1094.95","06/22/2022"
"ethereum","eth","1075.42","06/23/2022"
"ethereum","eth","1155.17","06/24/2022"
"ethereum","eth","1223.37","06/25/2022"
"ethereum","eth","1236.88","06/26/2022"
"ethereum","eth","1224","06/27/2022"
"ethereum","eth","1181.39","06/28/2022"
"ethereum","eth","1149.13","06/29/2022"
"ethereum","eth","1093.9","06/30/2022"
"ethereum","eth","1049.35","07/01/2022"
"ethereum","eth","1040.35","07/02/2022"
"ethereum","eth","1067.27","07/03/2022"
"ethereum","eth","1055.71","07/04/2022"
"ethereum","eth","1145.69","07/05/2022"
"ethereum","eth","1142.66","07/06/2022"
